ItemId,LeadTimeMinutes
1,34,40
2,41,40
3,48,40
4,55,40
5,62,40
6,69,40
7,76,40
8,83,40
9,90,40
10,97,40
11,104,40
12,111,40
13,118,40
14,125,40
15,132,40
16,139,40
17,146,40
18,153,40
19,160,40
20,167,40
