Station,Utilization,ProcessedItems,AvgQueueLength,MaxQueueLength
Cutting,48,78,20,0,95,1
Assembly,91,46,20,0,95,1
Testing,76,22,20,0,00,0
Packaging,45,73,20,0,00,0
