ItemId,LeadTimeMinutes
1,36,00
2,43,00
3,50,00
4,57,00
5,64,00
6,71,00
7,78,00
8,85,00
9,92,00
10,99,00
11,106,00
12,113,00
13,120,00
14,127,00
15,134,00
16,141,00
17,148,00
18,155,00
19,162,00
20,169,00
