Station,Utilization,ProcessedItems,AvgQueueLength,MaxQueueLength
Cutting,47,62,5,0,80,1
Assembly,71,43,5,0,80,1
Testing,59,52,5,0,00,0
Packaging,35,71,5,0,00,0
